Cluster	gene	baseMean	estimate	stderror	statistic	p.value	p.adjusted	ReceptorFamily
Gene Cluster 1	LOC_Os01g12420	428.537956713533	0.577031939150059	0.243422236663779	12.7886527686502	0.00167101110390505	0.0372943240837191	NA
Gene Cluster 1	LOC_Os01g13540	3089.93096156268	0.312246299436166	0.123017048143063	13.057764954331	0.00146063723352414	0.0342078803439805	NA
Gene Cluster 1	LOC_Os01g14550	806.139621133342	1.28198150091872	0.336511141789064	18.8064411560311	8.24580748016412e-05	0.00473571715963062	NA
Gene Cluster 1	LOC_Os01g16030	224.980927452893	0.806040549645882	0.360612836041682	17.3401056810355	0.00017165003390823	0.00798820691871268	NA
Gene Cluster 1	LOC_Os01g16770	80.1070725959666	0.546531755165652	0.377053258382978	17.7238701649567	0.000141680635012791	0.00691171746481318	NA
Gene Cluster 1	LOC_Os01g16810	87.7617720984537	0.536796976999256	0.288270273968994	16.4621712532661	0.000266247128324887	0.0108338906572575	NA
Gene Cluster 1	LOC_Os01g18240	211.965048250267	1.36120487754206	0.443315072493759	14.789603445492	0.000614438495445553	0.0188204373089808	NA
Gene Cluster 1	LOC_Os01g18400	344.112277942508	0.00098702359874502	0.218273467465105	18.9904513452164	7.52100514825975e-05	0.00452003508935063	NA
Gene Cluster 1	LOC_Os01g18744	10174.0185419788	0.609900797768097	0.261632972074789	20.9978763214975	2.75657041617118e-05	0.00218365311650927	NA
Gene Cluster 1	LOC_Os01g18970	114.850015026938	2.51690690711643	1.01359489274219	12.199644849605	0.00224326603252823	0.0452769613037453	NA
Gene Cluster 1	LOC_Os01g19220	72.0890414749767	2.05822440673082	0.651476348422823	17.8727506640544	0.000131516882306589	0.00659801814216636	NA
Gene Cluster 1	LOC_Os01g21070	135.554680526775	0.284350503901661	0.415517548677595	12.7873261452056	0.0016721198728474	0.0372943240837191	NA
Gene Cluster 1	LOC_Os01g22670	2610.21500717537	0.981944924557112	0.264951849559279	29.7681170988627	3.43506930475299e-07	9.33378508936645e-05	NA
Gene Cluster 1	LOC_Os01g22680	1059.27558109877	1.21517638314767	0.379159345970205	24.9952638260008	3.73548866849051e-06	0.000523714983532087	NA
Gene Cluster 1	LOC_Os01g22954	117.653717986355	0.283080533289562	0.252787639640099	21.9476116641832	1.71449681096056e-05	0.00155846526665372	NA
Gene Cluster 1	LOC_Os01g24490	1325.4280173437	0.712479733165275	0.164643191391376	20.5330412134419	3.47781720918272e-05	0.002612800665271	NA
Gene Cluster 1	LOC_Os01g24500	545.178217406424	1.16347585948275	0.235145794719373	31.1722836536074	1.70225496848975e-07	5.19500312743559e-05	NA
Gene Cluster 1	LOC_Os01g25560	1909.98027846132	0.919185961893148	0.294594724827961	14.3054258962125	0.000782737671511792	0.0222596566495733	NA
Gene Cluster 1	LOC_Os01g26174	30.1636929586632	2.19332956710396	0.545554999567927	17.7544462833715	0.000139531086157986	0.00684686133608642	NA
Gene Cluster 1	LOC_Os01g29280	96.8857781357725	2.20428328574257	0.54799201375709	19.3365092619319	6.32601713792159e-05	0.00394712229815503	NA
Gene Cluster 1	LOC_Os01g32120	87.6141665163456	0.836502754866662	0.244969132913045	28.2552641691924	7.31892578383562e-07	0.000155534909772766	NA
Gene Cluster 1	LOC_Os01g36240	1098.77752157517	0.0641033798605144	0.233907316821931	13.1697774935983	0.00138108100873665	0.0330178969638366	NA
Gene Cluster 1	LOC_Os01g38229	4232.63219660149	0.65342193295624	0.155550224016461	18.0341102942104	0.00012132287871981	0.00625679417397875	NA
Gene Cluster 1	LOC_Os01g41120	397.405339831291	1.15130924392563	0.492953647353475	17.473450504255	0.000160578883182866	0.00761753976374198	NA
Gene Cluster 1	LOC_Os01g42330	491.349797713274	0.769788179886487	0.158413944249343	26.8737969290729	1.46025648277903e-06	0.000274836310612315	NLR
Gene Cluster 1	LOC_Os01g43110	260.42095060289	0.910879027607075	0.22561553416039	27.0958370525718	1.30681389257785e-06	0.000248294639589792	NA
Gene Cluster 1	LOC_Os01g43350	213.460525223242	0.412193381104668	0.210615578390497	12.2797990611226	0.00215514013314038	0.0442407726762448	NA
Gene Cluster 1	LOC_Os01g43950	26.3429922503212	0.897112192401229	0.714969789778431	12.5339050960352	0.0018980038544183	0.0407498363646137	NA
Gene Cluster 1	LOC_Os01g45700	354.183888037222	0.570522128586275	0.273684436875492	15.5205049236696	0.000426348930264216	0.0148399965120892	NA
Gene Cluster 1	LOC_Os01g47470	364.259707303579	0.711311266431128	0.380072098489063	14.8298870997789	0.000602186385632675	0.0185124695437198	NA
Gene Cluster 1	LOC_Os01g48390	991.370088922201	0.691924441919263	0.210013454712125	15.2125667472748	0.00049731676854556	0.0164707663710961	LRR-RLK
Gene Cluster 1	LOC_Os01g48710	621.743866207743	0.821785669155139	0.263530198447978	16.6212050762126	0.000245895837104582	0.0102345784400014	NA
Gene Cluster 1	LOC_Os01g48850	744.103685820869	0.370697342047862	0.158257269248257	17.7555267827485	0.00013945572489094	0.00684686133608642	NA
Gene Cluster 1	LOC_Os01g48910	425.253170079459	0.941209251492046	0.342290996494499	12.4906042384933	0.00193954451559992	0.0413119979418366	NA
Gene Cluster 1	LOC_Os01g50820	296.59254715201	0.899775446512555	0.280586127135558	13.2985488504105	0.00129496135599649	0.0315093921418716	NA
Gene Cluster 1	LOC_Os01g52180	41.1557357128886	1.26681937686699	0.479527280035061	15.7297622827418	0.00038399495581129	0.0138444834581553	NA
Gene Cluster 1	LOC_Os01g52660	37.5907978155881	0.336852694947913	0.663429180864686	15.0167770967195	0.000548464200512573	0.0174775414211257	NA
Gene Cluster 1	LOC_Os01g54700	2861.23218310712	0.412922926169832	0.116949034424619	14.2711087039979	0.000796284238752728	0.0224827963276888	NA
Gene Cluster 1	LOC_Os01g55220	13.7494585013563	0.809209860767727	0.601393540642971	13.9184252147201	0.000949844180489352	0.0255890857579594	NA
Gene Cluster 1	LOC_Os01g55870	1241.63540987689	0.473282979000097	0.156707088695601	13.7279397118033	0.00104475814984924	0.027217565408959	NA
Gene Cluster 1	LOC_Os01g57030	32.3845983575552	4.25669690470833	1.19262679583324	13.6333839395021	0.00109533834809204	0.0279870576908857	NA
Gene Cluster 1	LOC_Os01g57730	634.672304065404	0.304527623941434	0.170907420431934	18.7705110521237	8.39528248289325e-05	0.0047997463425953	NA
Gene Cluster 1	LOC_Os01g58240	1958.55960156943	0.561445282465532	0.153837499879097	14.6053835467891	0.000673722823054092	0.0202678282602106	NA
Gene Cluster 1	LOC_Os01g58270	49.84218079842	0.986815434656499	0.431863954481463	20.2283206105947	4.05019553286538e-05	0.00290402197367557	NA
Gene Cluster 1	LOC_Os01g59550	969.927887595604	0.477919567353748	0.147352781535608	16.0946788711518	0.000319952044104012	0.0122317521248236	LRR-RLK
Gene Cluster 1	LOC_Os01g60060	1270.37285624915	0.76182946532609	0.154465708854583	31.1686398750724	1.70535911539471e-07	5.19500312743559e-05	LRR-RLK
Gene Cluster 1	LOC_Os01g60420	148.358817893157	1.18689932512808	0.390242160796087	14.9724318047627	0.000560760924740325	0.0176249111544627	NA
Gene Cluster 1	LOC_Os01g60770	464.348558288673	0.571167674968814	0.436205591664049	12.7383643022681	0.00171356008581442	0.037884219919974	NA
Gene Cluster 1	LOC_Os01g60960	55.7172750163273	0.46128829305012	0.304147258084355	14.8472174409959	0.000596990880341658	0.0183751029795782	NA
Gene Cluster 1	LOC_Os01g61510	727.80824668459	0.475187652510961	0.17556462117277	20.7891608650739	3.05978616386695e-05	0.0023450140424945	NA
Gene Cluster 1	LOC_Os01g61550	123.743101324896	0.11633141808668	0.42382110096711	13.9692611787267	0.000926005309657337	0.0251074615612027	NA
Gene Cluster 1	LOC_Os01g62380	136.383334858416	0.482748964958247	0.275294356416568	13.2738288259144	0.00131106641857247	0.031795247982079	NA
Gene Cluster 1	LOC_Os01g62430	591.686284517706	1.27766492608616	0.440958698737173	12.9133522223439	0.00157000557107635	0.0359041093041622	NA
Gene Cluster 1	LOC_Os01g62630	97.1158174709023	0.0584326588489922	0.322179964443409	12.9580239275621	0.00153532688874018	0.0354316990670908	NA
Gene Cluster 1	LOC_Os01g62990	19.7102527060594	0.229817162362837	0.687948411608842	17.8838475743339	0.000130789187443004	0.00658375053124446	NA
Gene Cluster 1	LOC_Os01g63180	1281.41258467366	0.902059178349777	0.229270744499347	27.100020342006	1.30408335885195e-06	0.000248294639589792	NA
Gene Cluster 1	LOC_Os01g63200	922.58943781687	0.523826970976952	0.224187813871101	15.4951135145954	0.00043179623583699	0.0150004949661783	NA
Gene Cluster 1	LOC_Os01g63280	825.634980358856	0.560887273174157	0.108381747786505	28.316158499424	7.09944350392338e-07	0.000154776921399865	NA
Gene Cluster 1	LOC_Os01g64840	136.989309734522	1.33763411871193	0.583870778189163	15.3185666205942	0.000471645313035041	0.0159499737935386	NA
Gene Cluster 1	LOC_Os01g67290	2036.28484364227	0.39143742506813	0.109817549866289	19.7377990901887	5.17596564533168e-05	0.00340616280878988	NA
Gene Cluster 1	LOC_Os01g67410	145.630884665514	0.271522271418923	0.344378727962521	14.7582243451447	0.000624154781815521	0.0190718154008201	NA
Gene Cluster 1	LOC_Os01g68470	30.3767020460892	1.69712811006471	0.484440372330252	12.5255699438947	0.00190593043570556	0.0408506039951481	NA
Gene Cluster 1	LOC_Os01g69140	355.078127751733	1.10544223439725	0.312634821231671	14.4403480306527	0.000731675085123051	0.0212766736490903	NA
Gene Cluster 1	LOC_Os01g70180	496.746676855779	0.440004744664719	0.208915494701749	18.5199291246632	9.51586972873491e-05	0.00527028168818507	NA
Gene Cluster 1	LOC_Os01g70200	847.704325813865	0.579331426315563	0.243965346256693	13.8219591728341	0.000996780885062078	0.0264298862231136	NA
Gene Cluster 1	LOC_Os01g70240	88.1007957581257	0.487705532045769	0.354603888574756	12.7228301192822	0.00172692128543876	0.0381129265354039	NA
Gene Cluster 1	LOC_Os01g70500	820.040411222881	-0.261354378117133	0.1773608005835	15.5917795146382	0.000411422554975851	0.0145002063657458	NA
Gene Cluster 1	LOC_Os01g70770	344.272926694066	1.77606354893171	0.517453216400778	15.2914216990388	0.000478090339041417	0.0160870078130181	NA
Gene Cluster 1	LOC_Os01g71080	28.730218942017	0.468165119332619	0.401392624011875	29.7018460204639	3.55079897209447e-07	9.54560532179013e-05	NA
Gene Cluster 1	LOC_Os01g71090	70.7763820218839	0.229538811635609	0.296708224802261	27.9405267953385	8.56626875472117e-07	0.00017180127891413	NA
Gene Cluster 1	LOC_Os01g71474	165.433910937732	0.669569525010439	0.406327385168145	12.3755812551521	0.00205436059060212	0.0427447525194917	NA
Gene Cluster 1	LOC_Os01g71890	37.7537400588091	2.00776069562546	0.586250555213238	14.8207624253583	0.000604940039760307	0.0185745258866865	NA
Gene Cluster 1	LOC_Os01g72360	71.3206492210863	0.8661614187634	0.285924954181375	19.5588913299884	5.66031644677274e-05	0.00363036032004942	NA
Gene Cluster 1	LOC_Os01g72460	181.404870080542	2.09782998926366	0.637655863913498	12.3111426894139	0.00212162845777555	0.0438019208561995	NA
Gene Cluster 1	LOC_Os01g72810	39.6353614765247	0.237722406220912	0.429226450272587	13.6619236242238	0.00107981903495582	0.0277307185094854	NA
Gene Cluster 1	LOC_Os01g73170	186.827456836235	1.65821525326362	0.412424654457423	21.164880126153	2.53573973180487e-05	0.00204070519180602	NA
Gene Cluster 1	LOC_Os01g73940	922.191762632459	1.42286361369581	0.348755909710868	16.2112242099837	0.000301840415729459	0.0117834102845389	NA
Gene Cluster 1	LOC_Os01g73980	1273.93843255876	0.469095488957716	0.360166302411505	13.8373236602419	0.000989152709650789	0.0262837949241592	NA
Gene Cluster 1	LOC_Os01g74140	110.948022904994	0.177338516667391	0.258213767650685	15.2322399924639	0.000492448832459856	0.0163739236792902	NA
Gene Cluster 1	LOC_Os01g74320	412.070983541942	1.1260744049024	0.242418841654645	22.1222323303929	1.5711523009079e-05	0.00147048217199788	NA
Gene Cluster 1	LOC_Os01g74370	42.4240096929788	-0.930963368839011	0.667669738576038	12.9139696281121	0.00156952098062957	0.0359041093041622	NA
Gene Cluster 1	LOC_Os02g01930	315.404954425225	0.741363814330635	0.257109920615499	12.4231417224386	0.00200608370856199	0.0423074291439847	NA
Gene Cluster 1	LOC_Os02g02190	1336.14642332868	1.31333895545318	0.301233366094303	25.7351675990847	2.58035441182036e-06	0.00039280455413675	NA
Gene Cluster 1	LOC_Os02g02400	6516.44220676856	0.919648915800177	0.278018553225071	11.9392086084191	0.0025552523215621	0.0491568246704867	NA
Gene Cluster 1	LOC_Os02g03870	331.25183682686	1.38796389252175	0.382435865157007	38.6024348226317	4.14560370950473e-09	3.08115899232896e-06	NA
Gene Cluster 1	LOC_Os02g04540	188.811760288412	0.732955790299943	0.356714511560964	14.6818613180819	0.000648446757201453	0.0196713680125819	NA
Gene Cluster 1	LOC_Os02g05744	403.312409491578	0.831316931481196	0.307817394553836	15.0847261378829	0.00053014337510197	0.0171313594486276	NA
Gene Cluster 1	LOC_Os02g06200	32.2555411223303	1.29768807708964	0.453813346572284	12.0954259467734	0.0023632606707408	0.0468021921235266	NA
Gene Cluster 1	LOC_Os02g06470	76.7324193486782	1.14316403283483	0.353698195669767	12.7907660754315	0.00166924635688343	0.0372943240837191	NA
Gene Cluster 1	LOC_Os02g06480	6758.55245229188	1.005021195066	0.202817704348938	28.8050610295269	5.55981667832618e-07	0.000127777415660265	NA
Gene Cluster 1	LOC_Os02g08310	33.0132412087152	1.19425546304568	0.55665502036798	16.7869350711644	0.000226341070329141	0.00969430313087692	NA
Gene Cluster 1	LOC_Os02g09930	1527.19258956943	0.82077336720769	0.344693802000105	20.8936506450584	2.90403207624663e-05	0.00226884410390885	NA
Gene Cluster 1	LOC_Os02g10520	76.8697797007117	2.44769507092637	0.75054096877353	18.4615796158763	9.79758235754727e-05	0.00536497188851029	NA
Gene Cluster 1	LOC_Os02g11020	930.664219826103	0.656198355728883	0.176724891221322	15.0221473802461	0.000546993471823271	0.0174747471971859	NA
Gene Cluster 1	LOC_Os02g12690	2647.36714190566	0.76048340887346	0.202849002802488	27.2233715979459	1.22608327455922e-06	0.000238331725754703	NA
Gene Cluster 1	LOC_Os02g13220	88.5691993539425	0.909058366269613	0.306897296515494	20.88626108483	2.91478168270006e-05	0.00226884410390885	NA
Gene Cluster 1	LOC_Os02g13260	65.1059656474203	2.5148722897355	0.639640208993383	16.1121851609049	0.000317163678794317	0.0121619516891235	NA
Gene Cluster 1	LOC_Os02g13520	287.147533221304	0.522530918654896	0.386014641689821	13.019553328765	0.00148881219072207	0.034674916183914	NA
Gene Cluster 1	LOC_Os02g14430	8.11664907456223	1.63227749166516	0.85811247107245	12.4989202788164	0.00193149659370569	0.0412585958773818	NA
Gene Cluster 1	LOC_Os02g14480	414.412950815372	0.623670941016737	0.203723625515957	12.5825873737112	0.00185236201970979	0.0401795607193704	LRR-RLK
Gene Cluster 1	LOC_Os02g16730	248.865061189284	0.631055932870955	0.385278140810257	15.2860230009584	0.000479382615106649	0.0161061091549821	NA
Gene Cluster 1	LOC_Os02g17090	24.0769079491786	1.05930959063154	0.636306866503681	12.1638619751418	0.00228376247547788	0.0457847818363712	NA
Gene Cluster 1	LOC_Os02g17534	188.725724293155	1.82180808267572	0.447468343044758	16.2993259565505	0.000288832686116756	0.0113511694839353	NA
Gene Cluster 1	LOC_Os02g18064	154.228720888776	0.539235757742356	0.168456355281507	15.9674438434118	0.000340968001711833	0.0127147392087807	NA
Gene Cluster 1	LOC_Os02g18440	5.65981067344399	5.78983638789597	1.40679407901589	22.4303105023584	1.34685226424292e-05	0.00135866098775244	NA
Gene Cluster 1	LOC_Os02g18510	441.243466982891	0.751413397977533	0.218126867513555	13.5971741380888	0.00111534994750838	0.0283003933984696	NLR
Gene Cluster 1	LOC_Os02g18690	8.42180932471527	5.33875178971179	1.4484431378002	15.5473151397812	0.000420671812982966	0.0147439344161991	NA
Gene Cluster 1	LOC_Os02g22650	960.679585347502	0.476807458478477	0.184616475247725	18.8625890801575	8.01753425328907e-05	0.00464773119236481	NA
Gene Cluster 1	LOC_Os02g25020	1387.16548244711	0.332592689894727	0.148631999529148	15.2282466544061	0.000493433072065326	0.0163850903168079	NA
Gene Cluster 1	LOC_Os02g26810	309.139579189812	1.32997095782708	0.405279257476816	13.4662797418095	0.00119078816102749	0.0298344340538312	NA
Gene Cluster 1	LOC_Os02g29000	9.69729948155724	1.35037353068132	0.959532255093571	20.0471201142452	4.43428066624411e-05	0.00306998006673942	NA
Gene Cluster 1	LOC_Os02g30974	39.1835867104151	1.23261763174763	0.384597963380987	12.1909127242056	0.0022530816849628	0.0453668320151474	NA
Gene Cluster 1	LOC_Os02g32550	149.292755650928	-0.0405025094173661	0.313855278565569	13.7245278874335	0.00104654193656653	0.0272359575046717	NA
Gene Cluster 1	LOC_Os02g32770	40.8420249534823	3.66433202489713	0.845411668500064	22.8270633551805	1.10450115254848e-05	0.00119423446361524	NA
Gene Cluster 1	LOC_Os02g33590	153.142656863496	1.72305033791655	0.594240833990136	12.0887374142213	0.00237117727393971	0.0468295697791903	NA
Gene Cluster 1	LOC_Os02g33920	92.4738594476547	0.778526761283747	0.2996242266926	16.9857394072745	0.000204924343377894	0.00899034402284615	NA
Gene Cluster 1	LOC_Os02g35140	4560.81099029231	0.333329420791032	0.114340132207788	16.6861612352433	0.000238037908486432	0.010058892888716	NA
Gene Cluster 1	LOC_Os02g37480	2430.26292331625	0.801333138455181	0.372932730001755	13.7717829814602	0.00102210455234046	0.0267931348938211	NA
Gene Cluster 1	LOC_Os02g39330	368.030545312284	1.63379977087462	0.647335402999052	13.6985901225254	0.00106020280757009	0.0273963665240445	NA
Gene Cluster 1	LOC_Os02g40664	179.456866767637	1.10073304115857	0.406707519993444	16.0683854754426	0.000324186128083992	0.0122835894528938	NA
Gene Cluster 1	LOC_Os02g41510	238.70390348855	0.896521232907633	0.421963781342282	16.6183631344264	0.000246245496300786	0.0102345784400014	NA
Gene Cluster 1	LOC_Os02g42520	1084.68194902349	0.149149492261908	0.115971501563152	12.8488348928835	0.00162147760038912	0.0366172823608875	NA
Gene Cluster 1	LOC_Os02g42780	200.552419975812	1.20792304451021	0.374186606778691	11.9695582544976	0.00251676954290629	0.0486983397161838	NA
Gene Cluster 1	LOC_Os02g43180	914.104954089643	0.295942001841814	0.0945282326551807	12.6600504455401	0.00178198882184037	0.0389524058875598	NA
Gene Cluster 1	LOC_Os02g43410	21334.8044289341	0.689978521315596	0.21100028281799	15.7200192730502	0.000385870152906718	0.0138902261594769	NA
Gene Cluster 1	LOC_Os02g43700	1815.28127743418	0.722159489970181	0.172476499473037	27.102189957738	1.30266944601687e-06	0.000248294639589792	NA
Gene Cluster 1	LOC_Os02g44000	121.862785278009	1.1176144924799	0.365136214946312	13.3798602236918	0.00124336966673568	0.0306675134346359	NA
Gene Cluster 1	LOC_Os02g44890	74.4211764857101	0.303377844174287	0.27930991276056	12.301618773675	0.00213175565661592	0.0439033948188136	NA
Gene Cluster 1	LOC_Os02g45310	85.8021084876962	0.0256887260793217	0.333725552682234	12.0879965723216	0.0023720557703745	0.0468295697791903	NA
Gene Cluster 1	LOC_Os02g45320	433.823333876984	0.373511169587689	0.112022875680786	12.0130831699545	0.00246259012900357	0.04812811489553	NA
Gene Cluster 1	LOC_Os02g46780	32.6698839717716	1.79079722426396	0.539697241767596	12.4436251727468	0.00198564280431964	0.042024450305827	NA
Gene Cluster 1	LOC_Os02g48200	731.560947815822	0.772821980635497	0.20984402349311	22.5766051157945	1.25185056318161e-05	0.00130753571930169	NA
Gene Cluster 1	LOC_Os02g48390	6947.65853678641	0.34072263507641	0.174722321968993	15.3975894748128	0.000453373287585375	0.0154611916022705	NA
Gene Cluster 1	LOC_Os02g48730	278.566294568255	0.922164867288586	0.342951736355981	15.2095503426521	0.00049806738874664	0.0164740352272613	NA
Gene Cluster 1	LOC_Os02g48980	427.966182009081	0.585628164270039	0.157919357886627	29.4686318667492	3.98995406212541e-07	0.000101609870172287	NA
Gene Cluster 1	LOC_Os02g49310	198.482681760252	0.550141820403425	0.352055266314821	13.2945541864584	0.00129755040845846	0.0315279796362936	NA
Gene Cluster 1	LOC_Os02g49460	119.322650775001	0.608026745981112	0.42173705755663	12.8653324349886	0.00160815741600023	0.0364904131159455	NA
Gene Cluster 1	LOC_Os02g49510	56.970759333012	-0.475196627781441	0.369643676541651	13.8850263669803	0.000965839213275342	0.0259095084070784	NA
Gene Cluster 1	LOC_Os02g50240	4827.94603265888	0.381383457576625	0.209634882069436	17.1490037759436	0.00018886050428663	0.00844691140411175	NA
Gene Cluster 1	LOC_Os02g50340	211.893614531727	0.439360409810492	0.203370889805308	17.4270799891008	0.000164345441537174	0.00776263421989603	NA
Gene Cluster 1	LOC_Os02g50490	419.261814686023	0.705956682124188	0.24300715917145	22.0362474756648	1.64017300501943e-05	0.00150716988497604	NA
Gene Cluster 1	LOC_Os02g50820	148.198647846283	0.4682901140879	0.329191089031131	16.7088099089562	0.00023535749263691	0.00997899972975624	NA
Gene Cluster 1	LOC_Os02g53100	635.39662564676	0.628407024533208	0.177397636976645	28.8042271650004	5.56213522858298e-07	0.000127777415660265	NA
Gene Cluster 1	LOC_Os02g53400	235.327901002718	0.760331349653281	0.223504473727514	12.9183078565545	0.00156612020002423	0.0358801971483339	NA
Gene Cluster 1	LOC_Os02g54640	277.199391898468	0.498177413322745	0.14265465785939	22.6264805725526	1.22101829507038e-05	0.00129100972035266	NA
Gene Cluster 1	LOC_Os02g55410	236.119697212193	0.716662309225774	0.336030359918668	13.7977818114962	0.00100890377813766	0.0266127894857585	NA
Gene Cluster 1	LOC_Os02g56370	426.660824209077	1.04674711291933	0.450119668240249	13.082181748169	0.00144291360311436	0.0338870137088289	NA
Gene Cluster 1	LOC_Os02g57520	296.002346817167	0.211952245466068	0.166336764450591	14.4995142651654	0.00071034688800857	0.0209457011201593	NA
Gene Cluster 1	LOC_Os02g58139	2208.44793235351	0.512466722608532	0.115433260844005	19.6217018487895	5.48531510501361e-05	0.00354511285687197	NA
Gene Cluster 1	LOC_Os03g01850	214.598585915331	0.517177080343184	0.356804427446678	13.8439155858663	0.000985897865972585	0.0262837949241592	NA
Gene Cluster 1	LOC_Os03g01990	541.906983018847	0.5639072008163	0.160218926138595	21.8271830532093	1.82090556105513e-05	0.0016202212509811	NA
Gene Cluster 1	LOC_Os03g02514	609.818108864009	0.806377090956716	0.295934756744144	14.3287175829496	0.000773674905396464	0.0221412965564764	NA
Gene Cluster 1	LOC_Os03g02530	425.648988195936	1.34071749815861	0.415109073149696	18.7440602947168	8.50705073265016e-05	0.00485266753982098	NA
Gene Cluster 1	LOC_Os03g02610	295.160588864219	0.440103817831265	0.212323746859707	12.5165602858744	0.00191453569448082	0.0409655520741155	NA
Gene Cluster 1	LOC_Os03g02900	332.403837163107	0.462914600096675	0.1393049762218	21.5794919114839	2.06097569542974e-05	0.00175948837241586	NA
Gene Cluster 1	LOC_Os03g02960	540.722856702882	0.708486951567712	0.164935310704113	22.5026643668999	1.29899810843887e-05	0.00132897498786439	NA
Gene Cluster 1	LOC_Os03g04930	3467.14436010951	0.337561895058595	0.0957833382503647	12.4218452476486	0.00200738454862041	0.0423074291439847	NA
Gene Cluster 1	LOC_Os03g05060	67.8772307952367	0.714582551964994	0.421385334871005	13.1754075534218	0.00137719869137006	0.0329562603512512	NA
Gene Cluster 1	LOC_Os03g05500	58.7064365310629	0.777726285156161	0.582239826307377	12.7938592744425	0.00166666669665813	0.0372943240837191	NA
Gene Cluster 1	LOC_Os03g06000	176.749779572032	0.953330454286262	0.541062581379777	11.9270083523694	0.00257088732714364	0.0493053886177525	NA
Gene Cluster 1	LOC_Os03g06940	449.368161024338	0.398514999468132	0.286512596506474	13.0206013975564	0.00148803220631254	0.034674916183914	NA
Gene Cluster 1	LOC_Os03g07930	58.9441191400218	1.2976835239532	0.273787606127022	22.3620522173271	1.39361258313676e-05	0.00136967302366141	NA
Gene Cluster 1	LOC_Os03g11590	2211.54229628651	0.43374571079721	0.103714608715803	25.0903233552866	3.56209509047464e-06	0.000505697432226372	NA
